,Date,Crime type,County,Amount
13808,2021Q4,Weapon offences,Clare,18
13809,2021Q4,Weapon offences,Cork,130
13810,2021Q4,Weapon offences,Donegal,30
13811,2021Q4,Weapon offences,Dublin,584
13812,2021Q4,Weapon offences,Galway,72
13813,2021Q4,Weapon offences,Kerry,20
13814,2021Q4,Weapon offences,Kildare,38
13815,2021Q4,Weapon offences,Kilkenny,13
13816,2021Q4,Weapon offences,Laois,17
13817,2021Q4,Weapon offences,Leitrim,11
13818,2021Q4,Weapon offences,Limerick,82
13819,2021Q4,Weapon offences,Longford,14
13820,2021Q4,Weapon offences,Louth,54
13821,2021Q4,Weapon offences,Mayo,14
13822,2021Q4,Weapon offences,Meath,26
13823,2021Q4,Weapon offences,Monaghan,24
13824,2021Q4,Weapon offences,Offaly,17
13825,2021Q4,Weapon offences,Roscommon,14
13826,2021Q4,Weapon offences,Sligo,11
13827,2021Q4,Weapon offences,Tipperary,32
13828,2021Q4,Weapon offences,Waterford,42
13829,2021Q4,Weapon offences,Westmeath,30
13830,2021Q4,Weapon offences,Wexford,14
13831,2021Q4,Weapon offences,Wicklow,14
13832,2022Q1,Crimes affecting personal safety,Carlow,254
13833,2022Q1,Crimes affecting personal safety,Cavan,371
13834,2022Q1,Crimes affecting personal safety,Clare,364
13835,2022Q1,Crimes affecting personal safety,Cork,2228
13836,2022Q1,Crimes affecting personal safety,Donegal,787
13837,2022Q1,Crimes affecting personal safety,Dublin,7011
13838,2022Q1,Crimes affecting personal safety,Galway,1043
13839,2022Q1,Crimes affecting personal safety,Kerry,578
13840,2022Q1,Crimes affecting personal safety,Kildare,794
13841,2022Q1,Crimes affecting personal safety,Kilkenny,254
13842,2022Q1,Crimes affecting personal safety,Laois,364
13843,2022Q1,Crimes affecting personal safety,Leitrim,185
13844,2022Q1,Crimes affecting personal safety,Limerick,933
13845,2022Q1,Crimes affecting personal safety,Longford,210
13846,2022Q1,Crimes affecting personal safety,Louth,698
13847,2022Q1,Crimes affecting personal safety,Mayo,424
13848,2022Q1,Crimes affecting personal safety,Meath,537
13849,2022Q1,Crimes affecting personal safety,Monaghan,371
13850,2022Q1,Crimes affecting personal safety,Offaly,364
13851,2022Q1,Crimes affecting personal safety,Roscommon,210
13852,2022Q1,Crimes affecting personal safety,Sligo,185
13853,2022Q1,Crimes affecting personal safety,Tipperary,605
13854,2022Q1,Crimes affecting personal safety,Waterford,609
13855,2022Q1,Crimes affecting personal safety,Westmeath,425
13856,2022Q1,Crimes affecting personal safety,Wexford,568
13857,2022Q1,Crimes affecting personal safety,Wicklow,399
13858,2022Q1,Drug offences,Carlow,102
13859,2022Q1,Drug offences,Cavan,71
13860,2022Q1,Drug offences,Clare,100
13861,2022Q1,Drug offences,Cork,1016
13862,2022Q1,Drug offences,Donegal,132
13863,2022Q1,Drug offences,Dublin,3150
13864,2022Q1,Drug offences,Galway,195
13865,2022Q1,Drug offences,Kerry,310
13866,2022Q1,Drug offences,Kildare,385
13867,2022Q1,Drug offences,Kilkenny,102
13868,2022Q1,Drug offences,Laois,89
13869,2022Q1,Drug offences,Leitrim,54
13870,2022Q1,Drug offences,Limerick,258
13871,2022Q1,Drug offences,Longford,40
13872,2022Q1,Drug offences,Louth,334
13873,2022Q1,Drug offences,Mayo,62
13874,2022Q1,Drug offences,Meath,141
13875,2022Q1,Drug offences,Monaghan,71
13876,2022Q1,Drug offences,Offaly,89
13877,2022Q1,Drug offences,Roscommon,40
13878,2022Q1,Drug offences,Sligo,54
13879,2022Q1,Drug offences,Tipperary,262
13880,2022Q1,Drug offences,Waterford,316
13881,2022Q1,Drug offences,Westmeath,120
13882,2022Q1,Drug offences,Wexford,192
13883,2022Q1,Drug offences,Wicklow,128
13884,2022Q1,Environmental offences,Carlow,62
13885,2022Q1,Environmental offences,Cavan,63
13886,2022Q1,Environmental offences,Clare,98
13887,2022Q1,Environmental offences,Cork,446
13888,2022Q1,Environmental offences,Donegal,150
13889,2022Q1,Environmental offences,Dublin,2227
13890,2022Q1,Environmental offences,Galway,191
13891,2022Q1,Environmental offences,Kerry,87
13892,2022Q1,Environmental offences,Kildare,177
13893,2022Q1,Environmental offences,Kilkenny,62
13894,2022Q1,Environmental offences,Laois,82
13895,2022Q1,Environmental offences,Leitrim,31
13896,2022Q1,Environmental offences,Limerick,238
13897,2022Q1,Environmental offences,Longford,41
13898,2022Q1,Environmental offences,Louth,165
13899,2022Q1,Environmental offences,Mayo,66
13900,2022Q1,Environmental offences,Meath,120
13901,2022Q1,Environmental offences,Monaghan,63
13902,2022Q1,Environmental offences,Offaly,82
13903,2022Q1,Environmental offences,Roscommon,41
13904,2022Q1,Environmental offences,Sligo,31
13905,2022Q1,Environmental offences,Tipperary,129
13906,2022Q1,Environmental offences,Waterford,157
13907,2022Q1,Environmental offences,Westmeath,85
13908,2022Q1,Environmental offences,Wexford,136
13909,2022Q1,Environmental offences,Wicklow,113
13910,2022Q1,Miscellaneous offences,Carlow,302
13911,2022Q1,Miscellaneous offences,Cavan,354
13912,2022Q1,Miscellaneous offences,Clare,387
13913,2022Q1,Miscellaneous offences,Cork,2704
13914,2022Q1,Miscellaneous offences,Donegal,711
13915,2022Q1,Miscellaneous offences,Dublin,10176
13916,2022Q1,Miscellaneous offences,Galway,1109
13917,2022Q1,Miscellaneous offences,Kerry,672
13918,2022Q1,Miscellaneous offences,Kildare,924
13919,2022Q1,Miscellaneous offences,Kilkenny,302
13920,2022Q1,Miscellaneous offences,Laois,371
13921,2022Q1,Miscellaneous offences,Leitrim,209
13922,2022Q1,Miscellaneous offences,Limerick,1257
13923,2022Q1,Miscellaneous offences,Longford,185
13924,2022Q1,Miscellaneous offences,Louth,831
13925,2022Q1,Miscellaneous offences,Mayo,513
13926,2022Q1,Miscellaneous offences,Meath,545
13927,2022Q1,Miscellaneous offences,Monaghan,354
13928,2022Q1,Miscellaneous offences,Offaly,371
13929,2022Q1,Miscellaneous offences,Roscommon,185
13930,2022Q1,Miscellaneous offences,Sligo,209
13931,2022Q1,Miscellaneous offences,Tipperary,760
13932,2022Q1,Miscellaneous offences,Waterford,739
13933,2022Q1,Miscellaneous offences,Westmeath,488
13934,2022Q1,Miscellaneous offences,Wexford,535
13935,2022Q1,Miscellaneous offences,Wicklow,493
13936,2022Q1,Theft offences,Carlow,333
13937,2022Q1,Theft offences,Cavan,282
13938,2022Q1,Theft offences,Clare,416
13939,2022Q1,Theft offences,Cork,2215
13940,2022Q1,Theft offences,Donegal,317
13941,2022Q1,Theft offences,Dublin,18015
13942,2022Q1,Theft offences,Galway,1132
13943,2022Q1,Theft offences,Kerry,390
13944,2022Q1,Theft offences,Kildare,1274
13945,2022Q1,Theft offences,Kilkenny,333
13946,2022Q1,Theft offences,Laois,483
13947,2022Q1,Theft offences,Leitrim,122
13948,2022Q1,Theft offences,Limerick,1950
13949,2022Q1,Theft offences,Longford,169
13950,2022Q1,Theft offences,Louth,903
13951,2022Q1,Theft offences,Mayo,356
13952,2022Q1,Theft offences,Meath,990
13953,2022Q1,Theft offences,Monaghan,282
13954,2022Q1,Theft offences,Offaly,483
13955,2022Q1,Theft offences,Roscommon,169
13956,2022Q1,Theft offences,Sligo,122
13957,2022Q1,Theft offences,Tipperary,772
13958,2022Q1,Theft offences,Waterford,696
13959,2022Q1,Theft offences,Westmeath,594
13960,2022Q1,Theft offences,Wexford,564
13961,2022Q1,Theft offences,Wicklow,730
13962,2022Q1,Traffic offences,Carlow,25
13963,2022Q1,Traffic offences,Cavan,46
13964,2022Q1,Traffic offences,Clare,37
13965,2022Q1,Traffic offences,Cork,228
13966,2022Q1,Traffic offences,Donegal,108
13967,2022Q1,Traffic offences,Dublin,545
13968,2022Q1,Traffic offences,Galway,95
13969,2022Q1,Traffic offences,Kerry,55
13970,2022Q1,Traffic offences,Kildare,111
13971,2022Q1,Traffic offences,Kilkenny,25
13972,2022Q1,Traffic offences,Laois,23
13973,2022Q1,Traffic offences,Leitrim,20
13974,2022Q1,Traffic offences,Limerick,66
13975,2022Q1,Traffic offences,Longford,19
13976,2022Q1,Traffic offences,Louth,59
13977,2022Q1,Traffic offences,Mayo,47
13978,2022Q1,Traffic offences,Meath,78
13979,2022Q1,Traffic offences,Monaghan,46
13980,2022Q1,Traffic offences,Offaly,23
13981,2022Q1,Traffic offences,Roscommon,19
13982,2022Q1,Traffic offences,Sligo,20
13983,2022Q1,Traffic offences,Tipperary,65
13984,2022Q1,Traffic offences,Waterford,75
13985,2022Q1,Traffic offences,Westmeath,41
13986,2022Q1,Traffic offences,Wexford,47
13987,2022Q1,Traffic offences,Wicklow,39
13988,2022Q1,Weapon offences,Carlow,15
13989,2022Q1,Weapon offences,Cavan,21
13990,2022Q1,Weapon offences,Clare,12
13991,2022Q1,Weapon offences,Cork,124
13992,2022Q1,Weapon offences,Donegal,6
13993,2022Q1,Weapon offences,Dublin,676
13994,2022Q1,Weapon offences,Galway,46
13995,2022Q1,Weapon offences,Kerry,29
13996,2022Q1,Weapon offences,Kildare,32
13997,2022Q1,Weapon offences,Kilkenny,15
13998,2022Q1,Weapon offences,Laois,19
13999,2022Q1,Weapon offences,Leitrim,7
14000,2022Q1,Weapon offences,Limerick,48
14001,2022Q1,Weapon offences,Longford,12
14002,2022Q1,Weapon offences,Louth,35
14003,2022Q1,Weapon offences,Mayo,8
14004,2022Q1,Weapon offences,Meath,20
14005,2022Q1,Weapon offences,Monaghan,21
14006,2022Q1,Weapon offences,Offaly,19
14007,2022Q1,Weapon offences,Roscommon,12
14008,2022Q1,Weapon offences,Sligo,7
14009,2022Q1,Weapon offences,Tipperary,19
14010,2022Q1,Weapon offences,Waterford,54
14011,2022Q1,Weapon offences,Westmeath,14
14012,2022Q1,Weapon offences,Wexford,18
14013,2022Q1,Weapon offences,Wicklow,14
14014,2022Q2,Crimes affecting personal safety,Carlow,245
14015,2022Q2,Crimes affecting personal safety,Cavan,360
14016,2022Q2,Crimes affecting personal safety,Clare,428
14017,2022Q2,Crimes affecting personal safety,Cork,2282
14018,2022Q2,Crimes affecting personal safety,Donegal,880
14019,2022Q2,Crimes affecting personal safety,Dublin,7332
14020,2022Q2,Crimes affecting personal safety,Galway,975
14021,2022Q2,Crimes affecting personal safety,Kerry,654
14022,2022Q2,Crimes affecting personal safety,Kildare,898
14023,2022Q2,Crimes affecting personal safety,Kilkenny,245
14024,2022Q2,Crimes affecting personal safety,Laois,350
14025,2022Q2,Crimes affecting personal safety,Leitrim,176
14026,2022Q2,Crimes affecting personal safety,Limerick,994
14027,2022Q2,Crimes affecting personal safety,Longford,211
14028,2022Q2,Crimes affecting personal safety,Louth,726
14029,2022Q2,Crimes affecting personal safety,Mayo,419
14030,2022Q2,Crimes affecting personal safety,Meath,606
14031,2022Q2,Crimes affecting personal safety,Monaghan,360
14032,2022Q2,Crimes affecting personal safety,Offaly,350
14033,2022Q2,Crimes affecting personal safety,Roscommon,211
14034,2022Q2,Crimes affecting personal safety,Sligo,176
14035,2022Q2,Crimes affecting personal safety,Tipperary,536
14036,2022Q2,Crimes affecting personal safety,Waterford,748
14037,2022Q2,Crimes affecting personal safety,Westmeath,445
14038,2022Q2,Crimes affecting personal safety,Wexford,748
14039,2022Q2,Crimes affecting personal safety,Wicklow,412
14040,2022Q2,Drug offences,Carlow,103
14041,2022Q2,Drug offences,Cavan,78
14042,2022Q2,Drug offences,Clare,71
14043,2022Q2,Drug offences,Cork,956
14044,2022Q2,Drug offences,Donegal,236
14045,2022Q2,Drug offences,Dublin,3528
14046,2022Q2,Drug offences,Galway,294
14047,2022Q2,Drug offences,Kerry,338
14048,2022Q2,Drug offences,Kildare,492
14049,2022Q2,Drug offences,Kilkenny,103
14050,2022Q2,Drug offences,Laois,108
14051,2022Q2,Drug offences,Leitrim,67
14052,2022Q2,Drug offences,Limerick,223
14053,2022Q2,Drug offences,Longford,54
14054,2022Q2,Drug offences,Louth,274
14055,2022Q2,Drug offences,Mayo,66
14056,2022Q2,Drug offences,Meath,180
14057,2022Q2,Drug offences,Monaghan,78
14058,2022Q2,Drug offences,Offaly,108
14059,2022Q2,Drug offences,Roscommon,54
14060,2022Q2,Drug offences,Sligo,67
14061,2022Q2,Drug offences,Tipperary,230
14062,2022Q2,Drug offences,Waterford,389
14063,2022Q2,Drug offences,Westmeath,596
14064,2022Q2,Drug offences,Wexford,158
14065,2022Q2,Drug offences,Wicklow,288
14066,2022Q2,Environmental offences,Carlow,55
14067,2022Q2,Environmental offences,Cavan,64
14068,2022Q2,Environmental offences,Clare,107
14069,2022Q2,Environmental offences,Cork,516
14070,2022Q2,Environmental offences,Donegal,149
14071,2022Q2,Environmental offences,Dublin,2325
14072,2022Q2,Environmental offences,Galway,202
14073,2022Q2,Environmental offences,Kerry,128
14074,2022Q2,Environmental offences,Kildare,211
14075,2022Q2,Environmental offences,Kilkenny,55
14076,2022Q2,Environmental offences,Laois,93
14077,2022Q2,Environmental offences,Leitrim,39
14078,2022Q2,Environmental offences,Limerick,251
14079,2022Q2,Environmental offences,Longford,41
14080,2022Q2,Environmental offences,Louth,208
14081,2022Q2,Environmental offences,Mayo,85
14082,2022Q2,Environmental offences,Meath,158
14083,2022Q2,Environmental offences,Monaghan,64
14084,2022Q2,Environmental offences,Offaly,93
14085,2022Q2,Environmental offences,Roscommon,41
14086,2022Q2,Environmental offences,Sligo,39
14087,2022Q2,Environmental offences,Tipperary,111
14088,2022Q2,Environmental offences,Waterford,155
14089,2022Q2,Environmental offences,Westmeath,85
14090,2022Q2,Environmental offences,Wexford,180
14091,2022Q2,Environmental offences,Wicklow,141
14092,2022Q2,Miscellaneous offences,Carlow,282
14093,2022Q2,Miscellaneous offences,Cavan,372
14094,2022Q2,Miscellaneous offences,Clare,367
14095,2022Q2,Miscellaneous offences,Cork,2891
14096,2022Q2,Miscellaneous offences,Donegal,634
14097,2022Q2,Miscellaneous offences,Dublin,11477
14098,2022Q2,Miscellaneous offences,Galway,1078
14099,2022Q2,Miscellaneous offences,Kerry,758
14100,2022Q2,Miscellaneous offences,Kildare,994
14101,2022Q2,Miscellaneous offences,Kilkenny,282
14102,2022Q2,Miscellaneous offences,Laois,360
14103,2022Q2,Miscellaneous offences,Leitrim,237
14104,2022Q2,Miscellaneous offences,Limerick,1142
14105,2022Q2,Miscellaneous offences,Longford,163
14106,2022Q2,Miscellaneous offences,Louth,787
14107,2022Q2,Miscellaneous offences,Mayo,516
14108,2022Q2,Miscellaneous offences,Meath,520
14109,2022Q2,Miscellaneous offences,Monaghan,372
14110,2022Q2,Miscellaneous offences,Offaly,360
14111,2022Q2,Miscellaneous offences,Roscommon,163
14112,2022Q2,Miscellaneous offences,Sligo,237
14113,2022Q2,Miscellaneous offences,Tipperary,657
14114,2022Q2,Miscellaneous offences,Waterford,808
14115,2022Q2,Miscellaneous offences,Westmeath,479
14116,2022Q2,Miscellaneous offences,Wexford,497
14117,2022Q2,Miscellaneous offences,Wicklow,464
14118,2022Q2,Theft offences,Carlow,409
14119,2022Q2,Theft offences,Cavan,232
14120,2022Q2,Theft offences,Clare,476
14121,2022Q2,Theft offences,Cork,2984
14122,2022Q2,Theft offences,Donegal,326
14123,2022Q2,Theft offences,Dublin,20656
14124,2022Q2,Theft offences,Galway,1162
14125,2022Q2,Theft offences,Kerry,624
14126,2022Q2,Theft offences,Kildare,1588
14127,2022Q2,Theft offences,Kilkenny,409
14128,2022Q2,Theft offences,Laois,482
14129,2022Q2,Theft offences,Leitrim,202
14130,2022Q2,Theft offences,Limerick,2318
14131,2022Q2,Theft offences,Longford,179
14132,2022Q2,Theft offences,Louth,870
14133,2022Q2,Theft offences,Mayo,298
14134,2022Q2,Theft offences,Meath,1306
14135,2022Q2,Theft offences,Monaghan,232
14136,2022Q2,Theft offences,Offaly,482
14137,2022Q2,Theft offences,Roscommon,179
14138,2022Q2,Theft offences,Sligo,202
14139,2022Q2,Theft offences,Tipperary,776
14140,2022Q2,Theft offences,Waterford,1038
14141,2022Q2,Theft offences,Westmeath,678
14142,2022Q2,Theft offences,Wexford,850
14143,2022Q2,Theft offences,Wicklow,902
14144,2022Q2,Traffic offences,Carlow,21
14145,2022Q2,Traffic offences,Cavan,59
14146,2022Q2,Traffic offences,Clare,49
14147,2022Q2,Traffic offences,Cork,209
14148,2022Q2,Traffic offences,Donegal,128
14149,2022Q2,Traffic offences,Dublin,506
14150,2022Q2,Traffic offences,Galway,97
14151,2022Q2,Traffic offences,Kerry,75
14152,2022Q2,Traffic offences,Kildare,124
14153,2022Q2,Traffic offences,Kilkenny,21
14154,2022Q2,Traffic offences,Laois,31
14155,2022Q2,Traffic offences,Leitrim,31
14156,2022Q2,Traffic offences,Limerick,70
14157,2022Q2,Traffic offences,Longford,29
14158,2022Q2,Traffic offences,Louth,79
14159,2022Q2,Traffic offences,Mayo,50
14160,2022Q2,Traffic offences,Meath,78
14161,2022Q2,Traffic offences,Monaghan,59
14162,2022Q2,Traffic offences,Offaly,31
14163,2022Q2,Traffic offences,Roscommon,29
14164,2022Q2,Traffic offences,Sligo,31
14165,2022Q2,Traffic offences,Tipperary,58
14166,2022Q2,Traffic offences,Waterford,90
14167,2022Q2,Traffic offences,Westmeath,75
14168,2022Q2,Traffic offences,Wexford,58
14169,2022Q2,Traffic offences,Wicklow,35
14170,2022Q2,Weapon offences,Carlow,18
14171,2022Q2,Weapon offences,Cavan,12
14172,2022Q2,Weapon offences,Clare,14
14173,2022Q2,Weapon offences,Cork,126
14174,2022Q2,Weapon offences,Donegal,30
14175,2022Q2,Weapon offences,Dublin,547
14176,2022Q2,Weapon offences,Galway,72
14177,2022Q2,Weapon offences,Kerry,14
14178,2022Q2,Weapon offences,Kildare,38
14179,2022Q2,Weapon offences,Kilkenny,18
14180,2022Q2,Weapon offences,Laois,15
14181,2022Q2,Weapon offences,Leitrim,6
14182,2022Q2,Weapon offences,Limerick,48
14183,2022Q2,Weapon offences,Longford,9
14184,2022Q2,Weapon offences,Louth,41
14185,2022Q2,Weapon offences,Mayo,14
14186,2022Q2,Weapon offences,Meath,31
14187,2022Q2,Weapon offences,Monaghan,12
14188,2022Q2,Weapon offences,Offaly,15
14189,2022Q2,Weapon offences,Roscommon,9
14190,2022Q2,Weapon offences,Sligo,6
14191,2022Q2,Weapon offences,Tipperary,20
14192,2022Q2,Weapon offences,Waterford,48
14193,2022Q2,Weapon offences,Westmeath,16
14194,2022Q2,Weapon offences,Wexford,34
14195,2022Q2,Weapon offences,Wicklow,12
14196,2022Q3,Crimes affecting personal safety,Carlow,261
14197,2022Q3,Crimes affecting personal safety,Cavan,368
14198,2022Q3,Crimes affecting personal safety,Clare,384
14199,2022Q3,Crimes affecting personal safety,Cork,2309
14200,2022Q3,Crimes affecting personal safety,Donegal,796
14201,2022Q3,Crimes affecting personal safety,Dublin,7380
14202,2022Q3,Crimes affecting personal safety,Galway,902
14203,2022Q3,Crimes affecting personal safety,Kerry,790
14204,2022Q3,Crimes affecting personal safety,Kildare,844
14205,2022Q3,Crimes affecting personal safety,Kilkenny,261
14206,2022Q3,Crimes affecting personal safety,Laois,402
14207,2022Q3,Crimes affecting personal safety,Leitrim,212
14208,2022Q3,Crimes affecting personal safety,Limerick,1051
14209,2022Q3,Crimes affecting personal safety,Longford,216
14210,2022Q3,Crimes affecting personal safety,Louth,768
14211,2022Q3,Crimes affecting personal safety,Mayo,413
14212,2022Q3,Crimes affecting personal safety,Meath,639
14213,2022Q3,Crimes affecting personal safety,Monaghan,368
14214,2022Q3,Crimes affecting personal safety,Offaly,402
14215,2022Q3,Crimes affecting personal safety,Roscommon,216
14216,2022Q3,Crimes affecting personal safety,Sligo,212
14217,2022Q3,Crimes affecting personal safety,Tipperary,586
14218,2022Q3,Crimes affecting personal safety,Waterford,762
14219,2022Q3,Crimes affecting personal safety,Westmeath,452
14220,2022Q3,Crimes affecting personal safety,Wexford,686
14221,2022Q3,Crimes affecting personal safety,Wicklow,468
14222,2022Q3,Drug offences,Carlow,118
14223,2022Q3,Drug offences,Cavan,86
14224,2022Q3,Drug offences,Clare,86
14225,2022Q3,Drug offences,Cork,1170
14226,2022Q3,Drug offences,Donegal,210
14227,2022Q3,Drug offences,Dublin,3648
14228,2022Q3,Drug offences,Galway,272
14229,2022Q3,Drug offences,Kerry,386
14230,2022Q3,Drug offences,Kildare,456
14231,2022Q3,Drug offences,Kilkenny,118
14232,2022Q3,Drug offences,Laois,429
14233,2022Q3,Drug offences,Leitrim,56
14234,2022Q3,Drug offences,Limerick,274
14235,2022Q3,Drug offences,Longford,31
14236,2022Q3,Drug offences,Louth,260
14237,2022Q3,Drug offences,Mayo,78
14238,2022Q3,Drug offences,Meath,206
14239,2022Q3,Drug offences,Monaghan,86
14240,2022Q3,Drug offences,Offaly,429
14241,2022Q3,Drug offences,Roscommon,31
14242,2022Q3,Drug offences,Sligo,56
14243,2022Q3,Drug offences,Tipperary,292
14244,2022Q3,Drug offences,Waterford,760
14245,2022Q3,Drug offences,Westmeath,110
14246,2022Q3,Drug offences,Wexford,240
14247,2022Q3,Drug offences,Wicklow,164
14248,2022Q3,Environmental offences,Carlow,68
14249,2022Q3,Environmental offences,Cavan,68
14250,2022Q3,Environmental offences,Clare,105
14251,2022Q3,Environmental offences,Cork,587
14252,2022Q3,Environmental offences,Donegal,142
14253,2022Q3,Environmental offences,Dublin,2266
14254,2022Q3,Environmental offences,Galway,218
14255,2022Q3,Environmental offences,Kerry,132
14256,2022Q3,Environmental offences,Kildare,171
14257,2022Q3,Environmental offences,Kilkenny,68
14258,2022Q3,Environmental offences,Laois,101
14259,2022Q3,Environmental offences,Leitrim,45
14260,2022Q3,Environmental offences,Limerick,284
14261,2022Q3,Environmental offences,Longford,42
14262,2022Q3,Environmental offences,Louth,196
14263,2022Q3,Environmental offences,Mayo,70
14264,2022Q3,Environmental offences,Meath,170
14265,2022Q3,Environmental offences,Monaghan,68
14266,2022Q3,Environmental offences,Offaly,101
14267,2022Q3,Environmental offences,Roscommon,42
14268,2022Q3,Environmental offences,Sligo,45
14269,2022Q3,Environmental offences,Tipperary,131
14270,2022Q3,Environmental offences,Waterford,184
14271,2022Q3,Environmental offences,Westmeath,87
14272,2022Q3,Environmental offences,Wexford,160
14273,2022Q3,Environmental offences,Wicklow,156
14274,2022Q3,Miscellaneous offences,Carlow,301
14275,2022Q3,Miscellaneous offences,Cavan,339
14276,2022Q3,Miscellaneous offences,Clare,338
14277,2022Q3,Miscellaneous offences,Cork,2970
14278,2022Q3,Miscellaneous offences,Donegal,752
14279,2022Q3,Miscellaneous offences,Dublin,11506
14280,2022Q3,Miscellaneous offences,Galway,1106
14281,2022Q3,Miscellaneous offences,Kerry,804
14282,2022Q3,Miscellaneous offences,Kildare,916
14283,2022Q3,Miscellaneous offences,Kilkenny,301
14284,2022Q3,Miscellaneous offences,Laois,368
14285,2022Q3,Miscellaneous offences,Leitrim,230
14286,2022Q3,Miscellaneous offences,Limerick,1109
14287,2022Q3,Miscellaneous offences,Longford,198
14288,2022Q3,Miscellaneous offences,Louth,774
14289,2022Q3,Miscellaneous offences,Mayo,402
14290,2022Q3,Miscellaneous offences,Meath,487
14291,2022Q3,Miscellaneous offences,Monaghan,339
14292,2022Q3,Miscellaneous offences,Offaly,368
14293,2022Q3,Miscellaneous offences,Roscommon,198
14294,2022Q3,Miscellaneous offences,Sligo,230
14295,2022Q3,Miscellaneous offences,Tipperary,756
14296,2022Q3,Miscellaneous offences,Waterford,793
14297,2022Q3,Miscellaneous offences,Westmeath,479
14298,2022Q3,Miscellaneous offences,Wexford,515
14299,2022Q3,Miscellaneous offences,Wicklow,492
14300,2022Q3,Theft offences,Carlow,399
14301,2022Q3,Theft offences,Cavan,298
14302,2022Q3,Theft offences,Clare,544
14303,2022Q3,Theft offences,Cork,3291
14304,2022Q3,Theft offences,Donegal,518
14305,2022Q3,Theft offences,Dublin,21386
14306,2022Q3,Theft offences,Galway,1377
14307,2022Q3,Theft offences,Kerry,791
14308,2022Q3,Theft offences,Kildare,1580
14309,2022Q3,Theft offences,Kilkenny,399
14310,2022Q3,Theft offences,Laois,561
14311,2022Q3,Theft offences,Leitrim,197
14312,2022Q3,Theft offences,Limerick,2094
14313,2022Q3,Theft offences,Longford,221
14314,2022Q3,Theft offences,Louth,1150
14315,2022Q3,Theft offences,Mayo,450
14316,2022Q3,Theft offences,Meath,1168
14317,2022Q3,Theft offences,Monaghan,298
14318,2022Q3,Theft offences,Offaly,561
14319,2022Q3,Theft offences,Roscommon,221
14320,2022Q3,Theft offences,Sligo,197
14321,2022Q3,Theft offences,Tipperary,793
14322,2022Q3,Theft offences,Waterford,1060
14323,2022Q3,Theft offences,Westmeath,714
14324,2022Q3,Theft offences,Wexford,942
14325,2022Q3,Theft offences,Wicklow,695
14326,2022Q3,Traffic offences,Carlow,21
14327,2022Q3,Traffic offences,Cavan,51
14328,2022Q3,Traffic offences,Clare,23
14329,2022Q3,Traffic offences,Cork,196
14330,2022Q3,Traffic offences,Donegal,108
14331,2022Q3,Traffic offences,Dublin,450
14332,2022Q3,Traffic offences,Galway,100
14333,2022Q3,Traffic offences,Kerry,65
14334,2022Q3,Traffic offences,Kildare,119
14335,2022Q3,Traffic offences,Kilkenny,21
14336,2022Q3,Traffic offences,Laois,22
14337,2022Q3,Traffic offences,Leitrim,28
14338,2022Q3,Traffic offences,Limerick,100
14339,2022Q3,Traffic offences,Longford,22
14340,2022Q3,Traffic offences,Louth,43
14341,2022Q3,Traffic offences,Mayo,39
14342,2022Q3,Traffic offences,Meath,68
14343,2022Q3,Traffic offences,Monaghan,51
14344,2022Q3,Traffic offences,Offaly,22
14345,2022Q3,Traffic offences,Roscommon,22
14346,2022Q3,Traffic offences,Sligo,28
14347,2022Q3,Traffic offences,Tipperary,70
14348,2022Q3,Traffic offences,Waterford,75
14349,2022Q3,Traffic offences,Westmeath,52
14350,2022Q3,Traffic offences,Wexford,56
14351,2022Q3,Traffic offences,Wicklow,29
14352,2022Q3,Weapon offences,Carlow,14
14353,2022Q3,Weapon offences,Cavan,14
14354,2022Q3,Weapon offences,Clare,18
14355,2022Q3,Weapon offences,Cork,164
14356,2022Q3,Weapon offences,Donegal,22
14357,2022Q3,Weapon offences,Dublin,586
14358,2022Q3,Weapon offences,Galway,86
14359,2022Q3,Weapon offences,Kerry,24
14360,2022Q3,Weapon offences,Kildare,62
14361,2022Q3,Weapon offences,Kilkenny,14
14362,2022Q3,Weapon offences,Laois,22
14363,2022Q3,Weapon offences,Leitrim,5
14364,2022Q3,Weapon offences,Limerick,50
14365,2022Q3,Weapon offences,Longford,14
14366,2022Q3,Weapon offences,Louth,40
14367,2022Q3,Weapon offences,Mayo,14
14368,2022Q3,Weapon offences,Meath,23
14369,2022Q3,Weapon offences,Monaghan,14
14370,2022Q3,Weapon offences,Offaly,22
14371,2022Q3,Weapon offences,Roscommon,14
14372,2022Q3,Weapon offences,Sligo,5
14373,2022Q3,Weapon offences,Tipperary,38
14374,2022Q3,Weapon offences,Waterford,58
14375,2022Q3,Weapon offences,Westmeath,19
14376,2022Q3,Weapon offences,Wexford,36
14377,2022Q3,Weapon offences,Wicklow,15
14378,2022Q4,Crimes affecting personal safety,Carlow,221
14379,2022Q4,Crimes affecting personal safety,Cavan,345
14380,2022Q4,Crimes affecting personal safety,Clare,426
14381,2022Q4,Crimes affecting personal safety,Cork,2077
14382,2022Q4,Crimes affecting personal safety,Donegal,747
14383,2022Q4,Crimes affecting personal safety,Dublin,7236
14384,2022Q4,Crimes affecting personal safety,Galway,951
14385,2022Q4,Crimes affecting personal safety,Kerry,594
14386,2022Q4,Crimes affecting personal safety,Kildare,817
14387,2022Q4,Crimes affecting personal safety,Kilkenny,221
14388,2022Q4,Crimes affecting personal safety,Laois,386
14389,2022Q4,Crimes affecting personal safety,Leitrim,199
