,Date,Crime type,County,Amount
2486,2006Q2,Theft offences,Meath,1452
2487,2006Q2,Theft offences,Monaghan,388
2488,2006Q2,Theft offences,Offaly,525
2489,2006Q2,Theft offences,Roscommon,283
2490,2006Q2,Theft offences,Sligo,301
2491,2006Q2,Theft offences,Tipperary,1020
2492,2006Q2,Theft offences,Waterford,1315
2493,2006Q2,Theft offences,Westmeath,1064
2494,2006Q2,Theft offences,Wexford,1053
2495,2006Q2,Theft offences,Wicklow,1536
2496,2006Q2,Traffic offences,Carlow,55
2497,2006Q2,Traffic offences,Cavan,141
2498,2006Q2,Traffic offences,Clare,129
2499,2006Q2,Traffic offences,Cork,478
2500,2006Q2,Traffic offences,Donegal,215
2501,2006Q2,Traffic offences,Dublin,1147
2502,2006Q2,Traffic offences,Galway,240
2503,2006Q2,Traffic offences,Kerry,180
2504,2006Q2,Traffic offences,Kildare,140
2505,2006Q2,Traffic offences,Kilkenny,55
2506,2006Q2,Traffic offences,Laois,67
2507,2006Q2,Traffic offences,Leitrim,53
2508,2006Q2,Traffic offences,Limerick,155
2509,2006Q2,Traffic offences,Longford,39
2510,2006Q2,Traffic offences,Louth,172
2511,2006Q2,Traffic offences,Mayo,116
2512,2006Q2,Traffic offences,Meath,132
2513,2006Q2,Traffic offences,Monaghan,141
2514,2006Q2,Traffic offences,Offaly,67
2515,2006Q2,Traffic offences,Roscommon,39
2516,2006Q2,Traffic offences,Sligo,53
2517,2006Q2,Traffic offences,Tipperary,159
2518,2006Q2,Traffic offences,Waterford,122
2519,2006Q2,Traffic offences,Westmeath,133
2520,2006Q2,Traffic offences,Wexford,183
2521,2006Q2,Traffic offences,Wicklow,107
2522,2006Q2,Weapon offences,Carlow,11
2523,2006Q2,Weapon offences,Cavan,11
2524,2006Q2,Weapon offences,Clare,18
2525,2006Q2,Weapon offences,Cork,124
2526,2006Q2,Weapon offences,Donegal,35
2527,2006Q2,Weapon offences,Dublin,628
2528,2006Q2,Weapon offences,Galway,16
2529,2006Q2,Weapon offences,Kerry,10
2530,2006Q2,Weapon offences,Kildare,22
2531,2006Q2,Weapon offences,Kilkenny,11
2532,2006Q2,Weapon offences,Laois,17
2533,2006Q2,Weapon offences,Leitrim,12
2534,2006Q2,Weapon offences,Limerick,114
2535,2006Q2,Weapon offences,Longford,9
2536,2006Q2,Weapon offences,Louth,40
2537,2006Q2,Weapon offences,Mayo,16
2538,2006Q2,Weapon offences,Meath,31
2539,2006Q2,Weapon offences,Monaghan,11
2540,2006Q2,Weapon offences,Offaly,17
2541,2006Q2,Weapon offences,Roscommon,9
2542,2006Q2,Weapon offences,Sligo,12
2543,2006Q2,Weapon offences,Tipperary,68
2544,2006Q2,Weapon offences,Waterford,50
2545,2006Q2,Weapon offences,Westmeath,30
2546,2006Q2,Weapon offences,Wexford,39
2547,2006Q2,Weapon offences,Wicklow,42
2548,2006Q3,Crimes affecting personal safety,Carlow,362
2549,2006Q3,Crimes affecting personal safety,Cavan,469
2550,2006Q3,Crimes affecting personal safety,Clare,581
2551,2006Q3,Crimes affecting personal safety,Cork,2679
2552,2006Q3,Crimes affecting personal safety,Donegal,1008
2553,2006Q3,Crimes affecting personal safety,Dublin,7856
2554,2006Q3,Crimes affecting personal safety,Galway,1182
2555,2006Q3,Crimes affecting personal safety,Kerry,764
2556,2006Q3,Crimes affecting personal safety,Kildare,811
2557,2006Q3,Crimes affecting personal safety,Kilkenny,362
2558,2006Q3,Crimes affecting personal safety,Laois,340
2559,2006Q3,Crimes affecting personal safety,Leitrim,294
2560,2006Q3,Crimes affecting personal safety,Limerick,1391
2561,2006Q3,Crimes affecting personal safety,Longford,203
2562,2006Q3,Crimes affecting personal safety,Louth,705
2563,2006Q3,Crimes affecting personal safety,Mayo,694
2564,2006Q3,Crimes affecting personal safety,Meath,618
2565,2006Q3,Crimes affecting personal safety,Monaghan,469
2566,2006Q3,Crimes affecting personal safety,Offaly,340
2567,2006Q3,Crimes affecting personal safety,Roscommon,203
2568,2006Q3,Crimes affecting personal safety,Sligo,294
2569,2006Q3,Crimes affecting personal safety,Tipperary,732
2570,2006Q3,Crimes affecting personal safety,Waterford,981
2571,2006Q3,Crimes affecting personal safety,Westmeath,496
2572,2006Q3,Crimes affecting personal safety,Wexford,686
2573,2006Q3,Crimes affecting personal safety,Wicklow,662
2574,2006Q3,Drug offences,Carlow,82
2575,2006Q3,Drug offences,Cavan,86
2576,2006Q3,Drug offences,Clare,162
2577,2006Q3,Drug offences,Cork,742
2578,2006Q3,Drug offences,Donegal,150
2579,2006Q3,Drug offences,Dublin,2700
2580,2006Q3,Drug offences,Galway,214
2581,2006Q3,Drug offences,Kerry,186
2582,2006Q3,Drug offences,Kildare,680
2583,2006Q3,Drug offences,Kilkenny,82
2584,2006Q3,Drug offences,Laois,146
2585,2006Q3,Drug offences,Leitrim,44
2586,2006Q3,Drug offences,Limerick,208
2587,2006Q3,Drug offences,Longford,65
2588,2006Q3,Drug offences,Louth,83
2589,2006Q3,Drug offences,Mayo,50
2590,2006Q3,Drug offences,Meath,98
2591,2006Q3,Drug offences,Monaghan,86
2592,2006Q3,Drug offences,Offaly,146
2593,2006Q3,Drug offences,Roscommon,65
2594,2006Q3,Drug offences,Sligo,44
2595,2006Q3,Drug offences,Tipperary,247
2596,2006Q3,Drug offences,Waterford,324
2597,2006Q3,Drug offences,Westmeath,180
2598,2006Q3,Drug offences,Wexford,184
2599,2006Q3,Drug offences,Wicklow,150
2600,2006Q3,Environmental offences,Carlow,148
2601,2006Q3,Environmental offences,Cavan,105
2602,2006Q3,Environmental offences,Clare,261
2603,2006Q3,Environmental offences,Cork,1105
2604,2006Q3,Environmental offences,Donegal,350
2605,2006Q3,Environmental offences,Dublin,4198
2606,2006Q3,Environmental offences,Galway,414
2607,2006Q3,Environmental offences,Kerry,219
2608,2006Q3,Environmental offences,Kildare,356
2609,2006Q3,Environmental offences,Kilkenny,148
2610,2006Q3,Environmental offences,Laois,123
2611,2006Q3,Environmental offences,Leitrim,120
2612,2006Q3,Environmental offences,Limerick,719
2613,2006Q3,Environmental offences,Longford,65
2614,2006Q3,Environmental offences,Louth,326
2615,2006Q3,Environmental offences,Mayo,269
2616,2006Q3,Environmental offences,Meath,251
2617,2006Q3,Environmental offences,Monaghan,105
2618,2006Q3,Environmental offences,Offaly,123
2619,2006Q3,Environmental offences,Roscommon,65
2620,2006Q3,Environmental offences,Sligo,120
2621,2006Q3,Environmental offences,Tipperary,277
2622,2006Q3,Environmental offences,Waterford,399
2623,2006Q3,Environmental offences,Westmeath,185
2624,2006Q3,Environmental offences,Wexford,237
2625,2006Q3,Environmental offences,Wicklow,297
2626,2006Q3,Miscellaneous offences,Carlow,409
2627,2006Q3,Miscellaneous offences,Cavan,570
2628,2006Q3,Miscellaneous offences,Clare,817
2629,2006Q3,Miscellaneous offences,Cork,3968
2630,2006Q3,Miscellaneous offences,Donegal,1367
2631,2006Q3,Miscellaneous offences,Dublin,12755
2632,2006Q3,Miscellaneous offences,Galway,1694
2633,2006Q3,Miscellaneous offences,Kerry,1624
2634,2006Q3,Miscellaneous offences,Kildare,972
2635,2006Q3,Miscellaneous offences,Kilkenny,409
2636,2006Q3,Miscellaneous offences,Laois,289
2637,2006Q3,Miscellaneous offences,Leitrim,307
2638,2006Q3,Miscellaneous offences,Limerick,1513
2639,2006Q3,Miscellaneous offences,Longford,232
2640,2006Q3,Miscellaneous offences,Louth,810
2641,2006Q3,Miscellaneous offences,Mayo,721
2642,2006Q3,Miscellaneous offences,Meath,600
2643,2006Q3,Miscellaneous offences,Monaghan,570
2644,2006Q3,Miscellaneous offences,Offaly,289
2645,2006Q3,Miscellaneous offences,Roscommon,232
2646,2006Q3,Miscellaneous offences,Sligo,307
2647,2006Q3,Miscellaneous offences,Tipperary,1213
2648,2006Q3,Miscellaneous offences,Waterford,1595
2649,2006Q3,Miscellaneous offences,Westmeath,750
2650,2006Q3,Miscellaneous offences,Wexford,829
2651,2006Q3,Miscellaneous offences,Wicklow,848
2652,2006Q3,Theft offences,Carlow,787
2653,2006Q3,Theft offences,Cavan,324
2654,2006Q3,Theft offences,Clare,876
2655,2006Q3,Theft offences,Cork,4084
2656,2006Q3,Theft offences,Donegal,946
2657,2006Q3,Theft offences,Dublin,21959
2658,2006Q3,Theft offences,Galway,2324
2659,2006Q3,Theft offences,Kerry,958
2660,2006Q3,Theft offences,Kildare,1650
2661,2006Q3,Theft offences,Kilkenny,787
2662,2006Q3,Theft offences,Laois,558
2663,2006Q3,Theft offences,Leitrim,405
2664,2006Q3,Theft offences,Limerick,2944
2665,2006Q3,Theft offences,Longford,355
2666,2006Q3,Theft offences,Louth,1364
2667,2006Q3,Theft offences,Mayo,802
2668,2006Q3,Theft offences,Meath,1378
2669,2006Q3,Theft offences,Monaghan,324
2670,2006Q3,Theft offences,Offaly,558
2671,2006Q3,Theft offences,Roscommon,355
2672,2006Q3,Theft offences,Sligo,405
2673,2006Q3,Theft offences,Tipperary,1118
2674,2006Q3,Theft offences,Waterford,1628
2675,2006Q3,Theft offences,Westmeath,1092
2676,2006Q3,Theft offences,Wexford,1192
2677,2006Q3,Theft offences,Wicklow,1704
2678,2006Q3,Traffic offences,Carlow,71
2679,2006Q3,Traffic offences,Cavan,152
2680,2006Q3,Traffic offences,Clare,145
2681,2006Q3,Traffic offences,Cork,672
2682,2006Q3,Traffic offences,Donegal,200
2683,2006Q3,Traffic offences,Dublin,1128
2684,2006Q3,Traffic offences,Galway,285
2685,2006Q3,Traffic offences,Kerry,173
2686,2006Q3,Traffic offences,Kildare,170
2687,2006Q3,Traffic offences,Kilkenny,71
2688,2006Q3,Traffic offences,Laois,83
2689,2006Q3,Traffic offences,Leitrim,68
2690,2006Q3,Traffic offences,Limerick,229
2691,2006Q3,Traffic offences,Longford,55
2692,2006Q3,Traffic offences,Louth,159
2693,2006Q3,Traffic offences,Mayo,143
2694,2006Q3,Traffic offences,Meath,157
2695,2006Q3,Traffic offences,Monaghan,152
2696,2006Q3,Traffic offences,Offaly,83
2697,2006Q3,Traffic offences,Roscommon,55
2698,2006Q3,Traffic offences,Sligo,68
2699,2006Q3,Traffic offences,Tipperary,141
2700,2006Q3,Traffic offences,Waterford,164
2701,2006Q3,Traffic offences,Westmeath,140
2702,2006Q3,Traffic offences,Wexford,212
2703,2006Q3,Traffic offences,Wicklow,135
2704,2006Q3,Weapon offences,Carlow,8
2705,2006Q3,Weapon offences,Cavan,12
2706,2006Q3,Weapon offences,Clare,21
2707,2006Q3,Weapon offences,Cork,132
2708,2006Q3,Weapon offences,Donegal,23
2709,2006Q3,Weapon offences,Dublin,773
2710,2006Q3,Weapon offences,Galway,42
2711,2006Q3,Weapon offences,Kerry,48
2712,2006Q3,Weapon offences,Kildare,22
2713,2006Q3,Weapon offences,Kilkenny,8
2714,2006Q3,Weapon offences,Laois,13
2715,2006Q3,Weapon offences,Leitrim,9
2716,2006Q3,Weapon offences,Limerick,160
2717,2006Q3,Weapon offences,Longford,9
2718,2006Q3,Weapon offences,Louth,48
2719,2006Q3,Weapon offences,Mayo,24
2720,2006Q3,Weapon offences,Meath,28
2721,2006Q3,Weapon offences,Monaghan,12
2722,2006Q3,Weapon offences,Offaly,13
2723,2006Q3,Weapon offences,Roscommon,9
2724,2006Q3,Weapon offences,Sligo,9
2725,2006Q3,Weapon offences,Tipperary,61
2726,2006Q3,Weapon offences,Waterford,55
2727,2006Q3,Weapon offences,Westmeath,6
2728,2006Q3,Weapon offences,Wexford,41
2729,2006Q3,Weapon offences,Wicklow,58
2730,2006Q4,Crimes affecting personal safety,Carlow,371
2731,2006Q4,Crimes affecting personal safety,Cavan,470
2732,2006Q4,Crimes affecting personal safety,Clare,567
2733,2006Q4,Crimes affecting personal safety,Cork,2628
2734,2006Q4,Crimes affecting personal safety,Donegal,1139
2735,2006Q4,Crimes affecting personal safety,Dublin,7879
2736,2006Q4,Crimes affecting personal safety,Galway,1231
2737,2006Q4,Crimes affecting personal safety,Kerry,710
2738,2006Q4,Crimes affecting personal safety,Kildare,945
2739,2006Q4,Crimes affecting personal safety,Kilkenny,371
2740,2006Q4,Crimes affecting personal safety,Laois,392
2741,2006Q4,Crimes affecting personal safety,Leitrim,281
2742,2006Q4,Crimes affecting personal safety,Limerick,1563
2743,2006Q4,Crimes affecting personal safety,Longford,277
2744,2006Q4,Crimes affecting personal safety,Louth,939
2745,2006Q4,Crimes affecting personal safety,Mayo,672
2746,2006Q4,Crimes affecting personal safety,Meath,711
2747,2006Q4,Crimes affecting personal safety,Monaghan,470
2748,2006Q4,Crimes affecting personal safety,Offaly,392
2749,2006Q4,Crimes affecting personal safety,Roscommon,277
2750,2006Q4,Crimes affecting personal safety,Sligo,281
2751,2006Q4,Crimes affecting personal safety,Tipperary,722
2752,2006Q4,Crimes affecting personal safety,Waterford,819
2753,2006Q4,Crimes affecting personal safety,Westmeath,505
2754,2006Q4,Crimes affecting personal safety,Wexford,706
2755,2006Q4,Crimes affecting personal safety,Wicklow,628
2756,2006Q4,Drug offences,Carlow,104
2757,2006Q4,Drug offences,Cavan,56
2758,2006Q4,Drug offences,Clare,208
2759,2006Q4,Drug offences,Cork,944
2760,2006Q4,Drug offences,Donegal,138
2761,2006Q4,Drug offences,Dublin,2722
2762,2006Q4,Drug offences,Galway,230
2763,2006Q4,Drug offences,Kerry,214
2764,2006Q4,Drug offences,Kildare,184
2765,2006Q4,Drug offences,Kilkenny,104
2766,2006Q4,Drug offences,Laois,251
2767,2006Q4,Drug offences,Leitrim,24
2768,2006Q4,Drug offences,Limerick,366
2769,2006Q4,Drug offences,Longford,30
2770,2006Q4,Drug offences,Louth,78
2771,2006Q4,Drug offences,Mayo,58
2772,2006Q4,Drug offences,Meath,96
2773,2006Q4,Drug offences,Monaghan,56
2774,2006Q4,Drug offences,Offaly,251
2775,2006Q4,Drug offences,Roscommon,30
2776,2006Q4,Drug offences,Sligo,24
2777,2006Q4,Drug offences,Tipperary,346
2778,2006Q4,Drug offences,Waterford,468
2779,2006Q4,Drug offences,Westmeath,98
2780,2006Q4,Drug offences,Wexford,267
2781,2006Q4,Drug offences,Wicklow,146
2782,2006Q4,Environmental offences,Carlow,135
2783,2006Q4,Environmental offences,Cavan,112
2784,2006Q4,Environmental offences,Clare,187
2785,2006Q4,Environmental offences,Cork,1104
2786,2006Q4,Environmental offences,Donegal,331
2787,2006Q4,Environmental offences,Dublin,4151
2788,2006Q4,Environmental offences,Galway,484
2789,2006Q4,Environmental offences,Kerry,201
2790,2006Q4,Environmental offences,Kildare,378
2791,2006Q4,Environmental offences,Kilkenny,135
2792,2006Q4,Environmental offences,Laois,147
2793,2006Q4,Environmental offences,Leitrim,103
2794,2006Q4,Environmental offences,Limerick,767
2795,2006Q4,Environmental offences,Longford,103
2796,2006Q4,Environmental offences,Louth,417
2797,2006Q4,Environmental offences,Mayo,190
2798,2006Q4,Environmental offences,Meath,279
2799,2006Q4,Environmental offences,Monaghan,112
2800,2006Q4,Environmental offences,Offaly,147
2801,2006Q4,Environmental offences,Roscommon,103
2802,2006Q4,Environmental offences,Sligo,103
2803,2006Q4,Environmental offences,Tipperary,250
2804,2006Q4,Environmental offences,Waterford,394
2805,2006Q4,Environmental offences,Westmeath,208
2806,2006Q4,Environmental offences,Wexford,256
2807,2006Q4,Environmental offences,Wicklow,285
2808,2006Q4,Miscellaneous offences,Carlow,403
2809,2006Q4,Miscellaneous offences,Cavan,606
2810,2006Q4,Miscellaneous offences,Clare,743
2811,2006Q4,Miscellaneous offences,Cork,4386
2812,2006Q4,Miscellaneous offences,Donegal,1442
2813,2006Q4,Miscellaneous offences,Dublin,12746
2814,2006Q4,Miscellaneous offences,Galway,1596
2815,2006Q4,Miscellaneous offences,Kerry,1540
2816,2006Q4,Miscellaneous offences,Kildare,975
2817,2006Q4,Miscellaneous offences,Kilkenny,403
2818,2006Q4,Miscellaneous offences,Laois,379
2819,2006Q4,Miscellaneous offences,Leitrim,306
2820,2006Q4,Miscellaneous offences,Limerick,1676
2821,2006Q4,Miscellaneous offences,Longford,251
2822,2006Q4,Miscellaneous offences,Louth,849
2823,2006Q4,Miscellaneous offences,Mayo,648
2824,2006Q4,Miscellaneous offences,Meath,800
2825,2006Q4,Miscellaneous offences,Monaghan,606
2826,2006Q4,Miscellaneous offences,Offaly,379
2827,2006Q4,Miscellaneous offences,Roscommon,251
2828,2006Q4,Miscellaneous offences,Sligo,306
2829,2006Q4,Miscellaneous offences,Tipperary,1663
2830,2006Q4,Miscellaneous offences,Waterford,1450
2831,2006Q4,Miscellaneous offences,Westmeath,752
2832,2006Q4,Miscellaneous offences,Wexford,843
2833,2006Q4,Miscellaneous offences,Wicklow,755
2834,2006Q4,Theft offences,Carlow,687
2835,2006Q4,Theft offences,Cavan,345
2836,2006Q4,Theft offences,Clare,810
2837,2006Q4,Theft offences,Cork,3794
2838,2006Q4,Theft offences,Donegal,852
2839,2006Q4,Theft offences,Dublin,22229
2840,2006Q4,Theft offences,Galway,2453
2841,2006Q4,Theft offences,Kerry,752
2842,2006Q4,Theft offences,Kildare,1918
2843,2006Q4,Theft offences,Kilkenny,687
2844,2006Q4,Theft offences,Laois,548
2845,2006Q4,Theft offences,Leitrim,368
2846,2006Q4,Theft offences,Limerick,2984
2847,2006Q4,Theft offences,Longford,355
2848,2006Q4,Theft offences,Louth,1552
2849,2006Q4,Theft offences,Mayo,555
2850,2006Q4,Theft offences,Meath,1416
2851,2006Q4,Theft offences,Monaghan,345
2852,2006Q4,Theft offences,Offaly,548
2853,2006Q4,Theft offences,Roscommon,355
2854,2006Q4,Theft offences,Sligo,368
2855,2006Q4,Theft offences,Tipperary,978
2856,2006Q4,Theft offences,Waterford,1298
2857,2006Q4,Theft offences,Westmeath,904
2858,2006Q4,Theft offences,Wexford,1040
2859,2006Q4,Theft offences,Wicklow,1654
2860,2006Q4,Traffic offences,Carlow,88
2861,2006Q4,Traffic offences,Cavan,149
2862,2006Q4,Traffic offences,Clare,140
2863,2006Q4,Traffic offences,Cork,655
2864,2006Q4,Traffic offences,Donegal,283
2865,2006Q4,Traffic offences,Dublin,1203
2866,2006Q4,Traffic offences,Galway,251
2867,2006Q4,Traffic offences,Kerry,183
2868,2006Q4,Traffic offences,Kildare,230
2869,2006Q4,Traffic offences,Kilkenny,88
2870,2006Q4,Traffic offences,Laois,105
2871,2006Q4,Traffic offences,Leitrim,71
2872,2006Q4,Traffic offences,Limerick,276
2873,2006Q4,Traffic offences,Longford,63
2874,2006Q4,Traffic offences,Louth,190
2875,2006Q4,Traffic offences,Mayo,129
2876,2006Q4,Traffic offences,Meath,183
2877,2006Q4,Traffic offences,Monaghan,149
2878,2006Q4,Traffic offences,Offaly,105
2879,2006Q4,Traffic offences,Roscommon,63
2880,2006Q4,Traffic offences,Sligo,71
2881,2006Q4,Traffic offences,Tipperary,223
2882,2006Q4,Traffic offences,Waterford,124
2883,2006Q4,Traffic offences,Westmeath,145
2884,2006Q4,Traffic offences,Wexford,199
2885,2006Q4,Traffic offences,Wicklow,128
2886,2006Q4,Weapon offences,Carlow,8
2887,2006Q4,Weapon offences,Cavan,30
2888,2006Q4,Weapon offences,Clare,33
2889,2006Q4,Weapon offences,Cork,139
2890,2006Q4,Weapon offences,Donegal,88
2891,2006Q4,Weapon offences,Dublin,770
2892,2006Q4,Weapon offences,Galway,38
2893,2006Q4,Weapon offences,Kerry,40
2894,2006Q4,Weapon offences,Kildare,34
2895,2006Q4,Weapon offences,Kilkenny,8
2896,2006Q4,Weapon offences,Laois,24
2897,2006Q4,Weapon offences,Leitrim,17
2898,2006Q4,Weapon offences,Limerick,160
2899,2006Q4,Weapon offences,Longford,17
2900,2006Q4,Weapon offences,Louth,42
2901,2006Q4,Weapon offences,Mayo,26
2902,2006Q4,Weapon offences,Meath,42
2903,2006Q4,Weapon offences,Monaghan,30
2904,2006Q4,Weapon offences,Offaly,24
2905,2006Q4,Weapon offences,Roscommon,17
2906,2006Q4,Weapon offences,Sligo,17
2907,2006Q4,Weapon offences,Tipperary,102
2908,2006Q4,Weapon offences,Waterford,44
2909,2006Q4,Weapon offences,Westmeath,50
2910,2006Q4,Weapon offences,Wexford,74
2911,2006Q4,Weapon offences,Wicklow,70
2912,2007Q1,Crimes affecting personal safety,Carlow,417
2913,2007Q1,Crimes affecting personal safety,Cavan,437
2914,2007Q1,Crimes affecting personal safety,Clare,569
2915,2007Q1,Crimes affecting personal safety,Cork,2507
2916,2007Q1,Crimes affecting personal safety,Donegal,1037
2917,2007Q1,Crimes affecting personal safety,Dublin,7573
2918,2007Q1,Crimes affecting personal safety,Galway,1113
2919,2007Q1,Crimes affecting personal safety,Kerry,641
2920,2007Q1,Crimes affecting personal safety,Kildare,930
2921,2007Q1,Crimes affecting personal safety,Kilkenny,417
2922,2007Q1,Crimes affecting personal safety,Laois,356
2923,2007Q1,Crimes affecting personal safety,Leitrim,281
2924,2007Q1,Crimes affecting personal safety,Limerick,1549
2925,2007Q1,Crimes affecting personal safety,Longford,232
2926,2007Q1,Crimes affecting personal safety,Louth,868
2927,2007Q1,Crimes affecting personal safety,Mayo,624
2928,2007Q1,Crimes affecting personal safety,Meath,639
2929,2007Q1,Crimes affecting personal safety,Monaghan,437
2930,2007Q1,Crimes affecting personal safety,Offaly,356
2931,2007Q1,Crimes affecting personal safety,Roscommon,232
2932,2007Q1,Crimes affecting personal safety,Sligo,281
2933,2007Q1,Crimes affecting personal safety,Tipperary,741
2934,2007Q1,Crimes affecting personal safety,Waterford,880
2935,2007Q1,Crimes affecting personal safety,Westmeath,513
2936,2007Q1,Crimes affecting personal safety,Wexford,661
2937,2007Q1,Crimes affecting personal safety,Wicklow,680
2938,2007Q1,Drug offences,Carlow,137
2939,2007Q1,Drug offences,Cavan,54
2940,2007Q1,Drug offences,Clare,130
2941,2007Q1,Drug offences,Cork,817
2942,2007Q1,Drug offences,Donegal,168
2943,2007Q1,Drug offences,Dublin,3273
2944,2007Q1,Drug offences,Galway,304
2945,2007Q1,Drug offences,Kerry,170
2946,2007Q1,Drug offences,Kildare,164
2947,2007Q1,Drug offences,Kilkenny,137
2948,2007Q1,Drug offences,Laois,122
2949,2007Q1,Drug offences,Leitrim,41
2950,2007Q1,Drug offences,Limerick,414
2951,2007Q1,Drug offences,Longford,39
2952,2007Q1,Drug offences,Louth,84
2953,2007Q1,Drug offences,Mayo,70
2954,2007Q1,Drug offences,Meath,109
2955,2007Q1,Drug offences,Monaghan,54
2956,2007Q1,Drug offences,Offaly,122
2957,2007Q1,Drug offences,Roscommon,39
2958,2007Q1,Drug offences,Sligo,41
2959,2007Q1,Drug offences,Tipperary,276
2960,2007Q1,Drug offences,Waterford,580
2961,2007Q1,Drug offences,Westmeath,68
2962,2007Q1,Drug offences,Wexford,298
2963,2007Q1,Drug offences,Wicklow,208
2964,2007Q1,Environmental offences,Carlow,144
2965,2007Q1,Environmental offences,Cavan,132
2966,2007Q1,Environmental offences,Clare,185
2967,2007Q1,Environmental offences,Cork,1060
2968,2007Q1,Environmental offences,Donegal,338
2969,2007Q1,Environmental offences,Dublin,3935
2970,2007Q1,Environmental offences,Galway,423
2971,2007Q1,Environmental offences,Kerry,209
2972,2007Q1,Environmental offences,Kildare,388
2973,2007Q1,Environmental offences,Kilkenny,144
2974,2007Q1,Environmental offences,Laois,116
2975,2007Q1,Environmental offences,Leitrim,110
2976,2007Q1,Environmental offences,Limerick,787
2977,2007Q1,Environmental offences,Longford,53
2978,2007Q1,Environmental offences,Louth,465
2979,2007Q1,Environmental offences,Mayo,233
2980,2007Q1,Environmental offences,Meath,255
2981,2007Q1,Environmental offences,Monaghan,132
2982,2007Q1,Environmental offences,Offaly,116
2983,2007Q1,Environmental offences,Roscommon,53
2984,2007Q1,Environmental offences,Sligo,110
2985,2007Q1,Environmental offences,Tipperary,274
2986,2007Q1,Environmental offences,Waterford,378
2987,2007Q1,Environmental offences,Westmeath,229
2988,2007Q1,Environmental offences,Wexford,237
2989,2007Q1,Environmental offences,Wicklow,286
2990,2007Q1,Miscellaneous offences,Carlow,417
2991,2007Q1,Miscellaneous offences,Cavan,522
2992,2007Q1,Miscellaneous offences,Clare,695
2993,2007Q1,Miscellaneous offences,Cork,3937
2994,2007Q1,Miscellaneous offences,Donegal,1293
2995,2007Q1,Miscellaneous offences,Dublin,13600
2996,2007Q1,Miscellaneous offences,Galway,1595
2997,2007Q1,Miscellaneous offences,Kerry,1075
2998,2007Q1,Miscellaneous offences,Kildare,905
2999,2007Q1,Miscellaneous offences,Kilkenny,417
3000,2007Q1,Miscellaneous offences,Laois,328
3001,2007Q1,Miscellaneous offences,Leitrim,331
3002,2007Q1,Miscellaneous offences,Limerick,1406
3003,2007Q1,Miscellaneous offences,Longford,179
3004,2007Q1,Miscellaneous offences,Louth,833
3005,2007Q1,Miscellaneous offences,Mayo,559
3006,2007Q1,Miscellaneous offences,Meath,668
3007,2007Q1,Miscellaneous offences,Monaghan,522
3008,2007Q1,Miscellaneous offences,Offaly,328
3009,2007Q1,Miscellaneous offences,Roscommon,179
3010,2007Q1,Miscellaneous offences,Sligo,331
3011,2007Q1,Miscellaneous offences,Tipperary,1342
3012,2007Q1,Miscellaneous offences,Waterford,1368
3013,2007Q1,Miscellaneous offences,Westmeath,659
3014,2007Q1,Miscellaneous offences,Wexford,866
3015,2007Q1,Miscellaneous offences,Wicklow,868
3016,2007Q1,Theft offences,Carlow,673
3017,2007Q1,Theft offences,Cavan,405
3018,2007Q1,Theft offences,Clare,722
3019,2007Q1,Theft offences,Cork,4184
3020,2007Q1,Theft offences,Donegal,858
3021,2007Q1,Theft offences,Dublin,20743
3022,2007Q1,Theft offences,Galway,2041
3023,2007Q1,Theft offences,Kerry,730
3024,2007Q1,Theft offences,Kildare,2287
3025,2007Q1,Theft offences,Kilkenny,673
3026,2007Q1,Theft offences,Laois,516
3027,2007Q1,Theft offences,Leitrim,381
3028,2007Q1,Theft offences,Limerick,2978
3029,2007Q1,Theft offences,Longford,298
3030,2007Q1,Theft offences,Louth,1681
3031,2007Q1,Theft offences,Mayo,857
3032,2007Q1,Theft offences,Meath,1476
3033,2007Q1,Theft offences,Monaghan,405
3034,2007Q1,Theft offences,Offaly,516
3035,2007Q1,Theft offences,Roscommon,298
3036,2007Q1,Theft offences,Sligo,381
3037,2007Q1,Theft offences,Tipperary,1006
3038,2007Q1,Theft offences,Waterford,1246
3039,2007Q1,Theft offences,Westmeath,1082
3040,2007Q1,Theft offences,Wexford,1123
3041,2007Q1,Theft offences,Wicklow,1666
3042,2007Q1,Traffic offences,Carlow,89
3043,2007Q1,Traffic offences,Cavan,111
3044,2007Q1,Traffic offences,Clare,141
3045,2007Q1,Traffic offences,Cork,532
3046,2007Q1,Traffic offences,Donegal,260
3047,2007Q1,Traffic offences,Dublin,1122
3048,2007Q1,Traffic offences,Galway,233
3049,2007Q1,Traffic offences,Kerry,129
3050,2007Q1,Traffic offences,Kildare,190
3051,2007Q1,Traffic offences,Kilkenny,89
3052,2007Q1,Traffic offences,Laois,102
3053,2007Q1,Traffic offences,Leitrim,53
3054,2007Q1,Traffic offences,Limerick,234
3055,2007Q1,Traffic offences,Longford,57
3056,2007Q1,Traffic offences,Louth,182
3057,2007Q1,Traffic offences,Mayo,112
3058,2007Q1,Traffic offences,Meath,163
3059,2007Q1,Traffic offences,Monaghan,111
3060,2007Q1,Traffic offences,Offaly,102
3061,2007Q1,Traffic offences,Roscommon,57
3062,2007Q1,Traffic offences,Sligo,53
3063,2007Q1,Traffic offences,Tipperary,172
3064,2007Q1,Traffic offences,Waterford,132
3065,2007Q1,Traffic offences,Westmeath,134
3066,2007Q1,Traffic offences,Wexford,165
3067,2007Q1,Traffic offences,Wicklow,156
3068,2007Q1,Weapon offences,Carlow,14
